index,ID,Region,Main Source of Income,Agricultural Household indicator,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Walls,House Floor Area,House Age,Number of bedrooms,Electricity,Total Household Income,Total Food Expenditure,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle
32130,2224,M,Other sources of Income,0.0,Female,25.0,Married,,Extended Family,6.0,,1.0,0.0,Single house,Strong,48.0,1.0,1.0,1.0,323815.0,110447.0,21585.0,15660.0,10693.0,6698.0,2045.0,6210.0,,,1040.0,2300.0,35226.0,19200.0,1579.0,,,,5766.0,0.0,0.0,43126.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,3.0,,,0.0,
19929,3396,H,Wage/Salaries,0.0,Male,35.0,Married,Worked for government/government corporation,Single Family,4.0,0.0,2.0,1.0,Single house,Strong,42.0,3.0,1.0,1.0,323787.0,108851.0,21492.0,17472.0,18557.0,11435.0,3300.0,3467.0,,0.0,0.0,,37662.0,24000.0,3181.0,13488.0,1140.0,1800.0,,,0.0,7238.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
30481,575,M,Other sources of Income,0.0,Male,60.0,Married,,Single Family,3.0,0.0,0.0,0.0,Single house,Light,36.0,2.0,1.0,1.0,323775.0,57797.0,23058.0,19500.0,9380.0,7825.0,1685.0,3980.0,3462.0,0.0,0.0,5948.0,27780.0,7200.0,,4812.0,,680.0,,,0.0,11636.5,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,2.0,,0.0,0.0,
39803,48,Q,Other sources of Income,0.0,Female,65.0,Widowed,Self-employed wihout any employee,Extended Family,7.0,0.0,3.0,1.0,Single house,Strong,36.0,1.0,,1.0,323717.0,126556.0,,33448.0,6090.0,,,5272.0,1260.0,0.0,0.0,1164.0,28998.0,18000.0,,2292.0,900.0,450.0,14274.0,0.0,0.0,5500.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
39085,1452,P,Wage/Salaries,0.0,Male,51.0,Married,Worked for government/government corporation,Single Family,5.0,0.0,3.0,1.0,Duplex,Strong,20.0,15.0,2.0,1.0,323685.0,126993.0,37230.0,25952.0,17082.0,15423.0,3870.0,8235.0,19716.0,,0.0,,51072.0,22200.0,,,,,,3000.0,0.0,0.0,1.0,1.0,,1.0,1.0,,0.0,0.0,5.0,,,0.0,
16584,51,H,Other sources of Income,0.0,Male,,Single,,Single Family,2.0,0.0,1.0,2.0,Single house,Strong,50.0,7.0,2.0,1.0,323680.0,89766.0,13224.0,6500.0,16452.0,2100.0,1780.0,1470.0,,0.0,0.0,2300.0,19848.0,9000.0,140.0,4899.0,,,7398.0,1600.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,,0.0,
37789,156,P,Other sources of Income,0.0,Male,50.0,Married,,Single Family,3.0,0.0,1.0,1.0,Single house,Strong,40.0,8.0,2.0,1.0,323673.0,80429.0,30802.0,24003.0,5836.0,10261.0,1880.0,5774.0,12945.0,0.0,0.0,2300.0,15942.0,9000.0,,,1716.0,,5958.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18035,1502,H,Wage/Salaries,0.0,Male,52.0,Married,Worked for private establishment,Single Family,4.0,0.0,0.0,3.0,Single house,Strong,35.0,10.0,2.0,1.0,323656.0,113196.0,15049.0,9700.0,6343.0,14090.0,2642.0,3275.0,5500.0,60.0,0.0,1960.0,34602.0,21000.0,,4899.0,1140.0,960.0,13476.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
18927,2394,H,Wage/Salaries,0.0,Male,53.0,Married,Worked for private establishment,Extended Family,4.0,0.0,0.0,4.0,Single house,Strong,44.0,7.0,1.0,1.0,323640.0,114077.0,41235.0,21720.0,6343.0,11300.0,2393.0,6778.0,11444.0,,,2260.0,19242.0,15000.0,52.0,5190.0,1140.0,0.0,6042.0,1800.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1828,104,B,Enterpreneurial Activities,0.0,Male,40.0,Married,Employer in own family-operated farm or business,Extended Family,6.0,,1.0,1.0,Single house,Strong,80.0,13.0,3.0,1.0,323633.0,135102.0,22558.5,32556.0,13380.0,11340.0,3989.0,5972.0,15000.0,90.0,0.0,,19848.0,27000.0,,4899.0,,450.0,,,0.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
7450,1093,D,Other sources of Income,0.0,Male,37.0,Married,Worked for private establishment,Single Family,5.0,0.0,2.0,1.0,Single house,Strong,63.0,10.0,3.0,1.0,323611.0,82777.0,15883.0,11760.0,7318.0,9439.0,3590.0,4122.0,8120.0,289.0,0.0,,37920.0,18000.0,,4899.0,,450.0,5766.0,,0.0,2480.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,,,0.0,
34099,1845,N,Enterpreneurial Activities,,Male,40.0,Married,Worked for private establishment,Single Family,5.0,0.0,1.0,1.0,Single house,Strong,30.0,14.0,1.0,1.0,323602.0,121142.0,20995.0,11180.0,13026.0,14492.0,3150.0,7410.0,,90.0,0.0,4835.0,19848.0,9000.0,660.0,,,450.0,5766.0,1000.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,4.0,,0.0,0.0,0.0
34221,1967,N,Wage/Salaries,,Male,68.0,Married,,Single Family,2.0,0.0,0.0,1.0,Single house,Strong,10.0,,,1.0,323600.0,120431.0,15633.0,6942.0,5014.0,2715.0,2800.0,2387.0,,,0.0,3425.0,,,,5760.0,,0.0,5766.0,2000.0,0.0,0.0,1.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12905,1828,F,Wage/Salaries,0.0,Male,53.0,Divorced/Separated,Worked for government/government corporation,Single Family,4.0,0.0,0.0,2.0,Single house,Strong,,,1.0,1.0,323580.0,77837.0,18687.0,16320.0,6343.0,6477.0,1620.0,5670.0,13690.0,700.0,0.0,4700.0,,21000.0,3175.0,10542.0,1140.0,0.0,,4450.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
724,725,A,Enterpreneurial Activities,0.0,Male,35.0,Married,Self-employed wihout any employee,Single Family,4.0,0.0,2.0,0.0,Single house,Strong,25.0,,3.0,1.0,323574.0,124891.0,34792.0,19200.0,11926.0,5252.0,,,5500.0,,814.0,,19848.0,,,4020.0,3600.0,960.0,5766.0,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
34273,2019,N,Wage/Salaries,,Male,59.0,Married,Worked for private establishment,Extended Family,7.0,,2.0,3.0,Single house,NOt applicable,15.0,28.0,,1.0,323536.0,133009.0,38259.0,23652.0,13140.0,11100.0,3645.0,7092.0,5500.0,230.0,0.0,1685.0,22086.0,6000.0,,48.0,1170.0,0.0,5766.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12893,1816,F,Wage/Salaries,0.0,Male,40.0,Married,Worked for private establishment,Single Family,5.0,0.0,2.0,2.0,Single house,Strong,30.0,20.0,2.0,1.0,323520.0,131120.0,26289.0,22416.0,10303.0,8296.0,2615.0,6128.0,,90.0,,2300.0,29580.0,12000.0,1057.0,14388.0,1440.0,450.0,5766.0,3600.0,0.0,72000.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3926,420,C,Other sources of Income,0.0,Male,49.0,Married,,Single Family,7.0,0.0,2.0,1.0,Single house,Strong,70.0,18.0,2.0,1.0,323497.0,91791.0,23799.0,21000.0,12890.0,17684.0,3890.0,5642.0,15840.0,0.0,1040.0,2854.0,51798.0,0.0,,12750.0,1986.0,,12450.0,,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
3981,475,C,Other sources of Income,0.0,Female,34.0,Single,Self-employed wihout any employee,Extended Family,3.0,0.0,0.0,0.0,Single house,Strong,40.0,35.0,2.0,1.0,323493.0,116828.0,34014.0,16686.0,6343.0,15960.0,,6385.0,1500.0,780.0,0.0,3647.0,41022.0,18000.0,,4632.0,2304.0,0.0,,,0.0,73802.0,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1523,1524,A,Enterpreneurial Activities,0.0,Male,39.0,Married,Self-employed wihout any employee,Single Family,6.0,0.0,4.0,0.0,Single house,Strong,,16.0,,1.0,323488.0,56149.0,30201.0,27690.0,4123.0,4836.0,2020.0,4590.0,720.0,455.0,0.0,2300.0,25608.0,12000.0,2481.0,1800.0,480.0,1220.0,7824.0,1000.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
15529,1215,G,Wage/Salaries,0.0,Male,73.0,Married,Employer in own family-operated farm or business,Single Family,5.0,0.0,2.0,1.0,Single house,Strong,54.0,2.0,3.0,1.0,323452.0,99563.0,24439.0,18762.0,18866.0,10584.0,1605.0,5215.0,19540.0,,0.0,1980.0,36180.0,15000.0,710.0,8580.0,2754.0,,5766.0,1000.0,,70702.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
11102,25,F,Wage/Salaries,0.0,Male,63.0,Married,Self-employed wihout any employee,Extended Family,,0.0,0.0,4.0,Single house,Very Light,72.0,19.0,1.0,1.0,323451.0,110849.0,,,11135.0,11156.0,100.0,7902.0,0.0,,,2650.0,27420.0,6000.0,,2010.0,2400.0,0.0,6348.0,,,54200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
3046,1322,B,Other sources of Income,0.0,Male,60.0,Married,Self-employed wihout any employee,Single Family,,,,3.0,Single house,Strong,,6.0,3.0,1.0,323440.0,68967.0,,,14022.0,,1620.0,,3600.0,150.0,0.0,4455.0,41274.0,24000.0,585.0,4356.0,1740.0,2120.0,6060.0,,,11636.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
37968,335,P,Other sources of Income,0.0,Male,63.0,Widowed,Self-employed wihout any employee,Single Family,1.0,0.0,0.0,0.0,Single house,Strong,,20.0,3.0,1.0,323424.0,97963.0,11520.0,7904.0,15436.0,,2920.0,7590.0,14790.0,0.0,0.0,0.0,19848.0,,,,,0.0,8142.0,,0.0,64964.0,1.0,1.0,,1.0,1.0,,,,2.0,,,0.0,0.0
33156,902,N,Wage/Salaries,,Female,47.0,Married,,Extended Family,7.0,0.0,2.0,4.0,Single house,Strong,20.0,15.0,1.0,1.0,323420.0,,30041.0,20444.0,6343.0,8080.0,,6834.0,,,0.0,2300.0,42918.0,24000.0,650.0,,3882.0,890.0,,1000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
24296,1060,J,Other sources of Income,0.0,Male,58.0,Married,,Single Family,3.0,0.0,0.0,0.0,Single house,Strong,36.0,25.0,2.0,1.0,323381.0,86564.0,13683.0,9176.0,10660.0,16823.0,910.0,,14600.0,0.0,0.0,1260.0,19848.0,0.0,,8928.0,3288.0,,13914.0,3000.0,0.0,75000.0,1.0,1.0,,1.0,1.0,,0.0,0.0,3.0,,,0.0,
17448,915,H,Wage/Salaries,0.0,Male,34.0,Single,Worked for private establishment,Single Family,2.0,0.0,0.0,2.0,Single house,Strong,,17.0,2.0,1.0,323380.0,74855.0,15373.0,7072.0,6344.0,2615.0,3640.0,3424.0,5500.0,90.0,,,50208.0,,1299.0,13866.0,,,,1000.0,0.0,0.0,1.0,1.0,,0.0,0.0,,0.0,0.0,2.0,,0.0,0.0,0.0
21239,544,I,Other sources of Income,0.0,Female,56.0,Widowed,,Single Family,4.0,0.0,0.0,2.0,Single house,Strong,65.0,,,1.0,323319.0,94995.0,22753.0,16588.0,6343.0,8080.0,1020.0,4447.0,8795.0,0.0,0.0,2553.0,36264.0,9000.0,,7476.0,1140.0,0.0,13776.0,,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
35135,2881,N,Wage/Salaries,,Male,62.0,Married,,Single Family,3.0,0.0,0.0,0.0,Single house,Strong,42.0,20.0,2.0,1.0,323295.0,,24862.0,16380.0,6343.0,9780.0,3908.0,6412.0,,1086.0,,5068.0,19848.0,9000.0,,,1140.0,500.0,,2000.0,0.0,30000.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,3.0,0.0,,0.0,0.0
34272,2018,N,Wage/Salaries,,Male,42.0,Married,Worked for private establishment,Extended Family,7.0,0.0,0.0,2.0,Single house,Quite Strong,35.0,,1.0,1.0,323254.0,,,26690.0,13644.0,8293.0,3880.0,,,90.0,0.0,3790.0,40938.0,27000.0,2042.0,12120.0,1140.0,,,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
18812,2279,H,Other sources of Income,0.0,Male,67.0,Married,,Extended Family,4.0,0.0,0.0,0.0,Single house,Strong,80.0,17.0,2.0,1.0,323209.0,68967.0,23932.0,14524.0,6343.0,8403.0,2870.0,3715.0,,,0.0,2315.0,44130.0,24000.0,,2586.0,1140.0,450.0,10482.0,,0.0,11636.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0
26621,1498,K,Wage/Salaries,0.0,Male,44.0,Married,Worked for private establishment,Single Family,6.0,0.0,2.0,2.0,Single house,Strong,72.0,35.0,2.0,1.0,323209.0,115159.0,33430.0,27393.0,6203.0,16970.0,1851.0,3890.0,,988.0,0.0,2300.0,14082.0,9000.0,663.0,4899.0,2280.0,1130.0,5766.0,1000.0,,61872.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
29775,2206,L,Enterpreneurial Activities,0.0,Male,54.0,Single,Employer in own family-operated farm or business,Extended Family,6.0,0.0,2.0,0.0,Single house,Strong,54.0,19.0,3.0,1.0,323192.0,68967.0,,,6343.0,8080.0,2410.0,4813.0,2700.0,0.0,0.0,2300.0,52032.0,6000.0,,15624.0,,2017.0,9306.0,1000.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0
21574,879,I,Other sources of Income,0.0,Female,29.0,Married,,Extended Family,8.0,,3.0,0.0,Single house,Strong,20.0,25.0,3.0,1.0,323182.0,133469.0,29344.0,21400.0,,14670.0,1620.0,7664.0,22040.0,,0.0,,,,710.0,,1140.0,450.0,5766.0,,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0
27310,2187,K,Other sources of Income,,Female,77.0,Widowed,Self-employed wihout any employee,Single Family,1.0,0.0,0.0,0.0,Single house,Strong,75.0,9.0,,1.0,323146.0,80998.0,16925.0,9277.0,4680.0,15002.0,895.0,3353.0,19050.0,0.0,0.0,5140.0,39228.0,24000.0,,8700.0,1380.0,0.0,9954.0,,0.0,48000.0,1.0,1.0,,,1.0,,0.0,0.0,1.0,0.0,,0.0,0.0
18926,2393,H,Wage/Salaries,0.0,Male,45.0,Married,Worked for private establishment,Extended Family,7.0,0.0,1.0,,Single house,Strong,40.0,8.0,,1.0,323110.0,,38760.0,28687.0,6343.0,,3660.0,,,,,,28938.0,19200.0,559.0,4899.0,3090.0,,5766.0,4300.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
27554,2431,K,Wage/Salaries,,Female,76.0,Widowed,,Extended Family,7.0,0.0,3.0,2.0,Single house,Strong,80.0,,2.0,1.0,323102.0,68967.0,22558.5,27400.0,18436.0,17849.0,874.0,3860.0,18360.0,90.0,,,42900.0,24000.0,104.0,11028.0,,,14514.0,,,28079.0,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,3.0,0.0,0.0,0.0,
15504,1190,G,Wage/Salaries,0.0,Male,54.0,Married,Worked for private establishment,Single Family,4.0,0.0,0.0,4.0,Single house,Strong,80.0,20.0,3.0,1.0,323073.0,91983.0,23546.0,20640.0,17995.0,10255.0,930.0,5861.0,12090.0,988.0,0.0,3260.0,25950.0,10200.0,1826.0,4038.0,702.0,500.0,5766.0,3200.0,0.0,2263.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
33649,1395,N,Other sources of Income,,Male,64.0,Married,Worked without pay in own family-operated farm or business,Single Family,2.0,0.0,0.0,0.0,Single house,Strong,,,1.0,1.0,323042.0,44616.0,12072.0,6032.0,5210.0,3852.0,3641.0,2044.0,3920.0,,,1780.0,,,710.0,1806.0,840.0,0.0,6192.0,1200.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830,831,A,Other sources of Income,0.0,Male,76.0,Widowed,Self-employed wihout any employee,Extended Family,5.0,0.0,1.0,2.0,Duplex,Strong,36.0,,,1.0,323030.0,78812.0,22865.0,16200.0,16345.0,6680.0,3390.0,5435.0,6900.0,,,2300.0,19848.0,,,,2100.0,1120.0,5328.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0
11771,694,F,Wage/Salaries,0.0,Male,55.0,Married,Worked for private establishment,Extended Family,7.0,0.0,0.0,4.0,Single house,Quite Strong,40.0,23.0,1.0,1.0,322972.0,110032.0,25036.0,14183.0,,7893.0,1860.0,4600.0,20886.0,90.0,0.0,5645.0,35196.0,24000.0,710.0,4899.0,3120.0,1300.0,14016.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0
21017,322,I,Other sources of Income,0.0,Male,56.0,Married,Self-employed wihout any employee,Extended Family,8.0,,0.0,2.0,Single house,Strong,66.0,28.0,,1.0,322967.0,113515.0,37587.0,28066.0,13202.0,13490.0,,3595.0,2600.0,,480.0,,,,,4899.0,1140.0,450.0,7416.0,,0.0,11636.5,2.0,,,1.0,1.0,0.0,0.0,0.0,,,0.0,,0.0
35369,3115,N,Enterpreneurial Activities,,Female,40.0,Single,Worked for private establishment,Extended Family,7.0,,1.0,1.0,Single house,Strong,36.0,9.0,,1.0,322962.0,,,,17991.0,13135.0,2708.0,5596.0,10455.0,840.0,260.0,5250.0,19848.0,18000.0,2970.0,15000.0,1140.0,280.0,,3500.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
15069,755,G,Other sources of Income,0.0,Female,70.0,Widowed,,Single Family,2.0,0.0,0.0,0.0,Single house,Strong,,22.0,,1.0,322950.0,51557.0,9933.0,6456.0,9324.0,3741.0,2965.0,6627.0,500.0,1099.0,0.0,3930.0,47298.0,21000.0,,,2400.0,0.0,6288.0,1500.0,0.0,49000.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,0.0,
34580,2326,N,Wage/Salaries,,Male,63.0,Married,Worked for private establishment,Single Family,2.0,0.0,0.0,2.0,Multi-unit residential,Strong,45.0,15.0,2.0,1.0,322950.0,75488.0,23231.0,17089.0,10073.0,8228.0,3469.0,5190.0,3660.0,,0.0,4200.0,19848.0,9000.0,710.0,14448.0,2862.0,,9594.0,2000.0,0.0,11636.5,2.0,1.0,0.0,1.0,1.0,,,0.0,2.0,0.0,,0.0,0.0
3660,154,C,Other sources of Income,0.0,Male,70.0,Married,Worked for government/government corporation,Extended Family,8.0,0.0,1.0,3.0,Single house,Strong,45.0,30.0,,1.0,322879.0,129648.0,29894.0,24708.0,12270.0,,,7828.0,18900.0,90.0,1170.0,,,,,4899.0,1140.0,,9810.0,,0.0,11525.0,2.0,1.0,,1.0,1.0,,0.0,0.0,,,,0.0,
34362,2108,N,Wage/Salaries,,Male,38.0,Married,Worked for private establishment,Single Family,8.0,0.0,,2.0,Single house,Strong,15.0,14.0,1.0,1.0,322876.0,,,15900.0,6343.0,9456.0,2010.0,,5500.0,,,2185.0,19848.0,15000.0,872.0,13602.0,870.0,,5766.0,4000.0,0.0,11636.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1542,1543,A,Wage/Salaries,0.0,Female,41.0,Divorced/Separated,Worked for government/government corporation,Single Family,2.0,0.0,1.0,1.0,Single house,Strong,,15.0,3.0,1.0,322864.0,64639.0,15227.0,12000.0,15620.0,7993.0,1767.0,4725.0,2900.0,0.0,0.0,6350.0,31158.0,19800.0,500.0,2640.0,2100.0,2250.0,5766.0,0.0,0.0,18000.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
20130,3597,H,Wage/Salaries,0.0,Male,48.0,Married,Worked for private establishment,Single Family,6.0,0.0,,2.0,Single house,Strong,45.0,14.0,1.0,1.0,322852.0,,26054.0,20503.0,6343.0,8080.0,2580.0,5257.0,,0.0,0.0,2310.0,38310.0,21000.0,318.0,12480.0,1140.0,,8088.0,1700.0,0.0,79994.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
4434,928,C,Wage/Salaries,0.0,Male,,Married,,Extended Family,7.0,0.0,0.0,2.0,Single house,Very Light,28.0,7.0,,1.0,322830.0,125596.0,22558.5,,18162.0,15928.0,,6745.0,13800.0,90.0,0.0,2300.0,38340.0,18000.0,,,,530.0,12840.0,,0.0,0.0,2.0,,,1.0,0.0,0.0,0.0,0.0,,,,0.0,
35637,3383,N,Wage/Salaries,,Female,47.0,Married,,Single Family,6.0,0.0,1.0,1.0,Multi-unit residential,Quite Strong,40.0,,1.0,1.0,322821.0,,42356.0,21490.0,,11365.0,3918.0,6185.0,,588.0,0.0,5969.0,,0.0,,4899.0,,,,5500.0,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,,4.0,,0.0,0.0,0.0
28200,631,L,Wage/Salaries,0.0,Male,50.0,Married,Self-employed wihout any employee,Single Family,4.0,0.0,0.0,1.0,Single house,Strong,26.0,7.0,2.0,1.0,322768.0,93273.0,26240.0,16120.0,6354.0,8080.0,3089.0,2650.0,5500.0,89.0,0.0,1770.0,27156.0,18000.0,710.0,,1596.0,,6756.0,395.0,0.0,49784.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0
26839,1716,K,Other sources of Income,0.0,Female,68.0,Widowed,,Single Family,5.0,0.0,2.0,1.0,Single house,Strong,40.0,25.0,1.0,1.0,322728.0,121388.0,41341.0,25203.0,7416.0,11733.0,1620.0,6644.0,,0.0,0.0,1600.0,19848.0,9000.0,,4899.0,1830.0,1380.0,13398.0,,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0
40224,469,Q,Enterpreneurial Activities,0.0,Male,58.0,Married,Self-employed wihout any employee,Single Family,6.0,0.0,0.0,1.0,Single house,Strong,71.0,25.0,3.0,1.0,322721.0,57390.0,34273.0,26925.0,7142.0,4971.0,2140.0,2239.0,0.0,506.0,800.0,,16044.0,12000.0,1820.0,3840.0,402.0,,2340.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39068,1435,P,Wage/Salaries,0.0,Male,55.0,Married,Worked for private establishment,Extended Family,8.0,0.0,1.0,2.0,Single house,Strong,20.0,21.0,2.0,1.0,322705.0,68967.0,,,5760.0,,2389.0,6320.0,11760.0,,,1490.0,32652.0,18000.0,710.0,4899.0,1776.0,2500.0,15240.0,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
12434,1357,F,Other sources of Income,0.0,Male,53.0,Married,Worked for government/government corporation,Extended Family,5.0,0.0,1.0,3.0,Single house,Strong,,20.0,,1.0,322650.0,82039.0,22174.0,19480.0,14520.0,14042.0,1430.0,4892.0,9382.0,270.0,0.0,3720.0,37770.0,24000.0,710.0,7080.0,3300.0,1880.0,7614.0,1000.0,,11636.5,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,2.0,,0.0,0.0,
6106,2600,C,Enterpreneurial Activities,0.0,Male,51.0,Married,Worked without pay in own family-operated farm or business,Extended Family,6.0,0.0,2.0,2.0,Single house,Strong,70.0,20.0,2.0,1.0,322632.0,124901.0,19411.0,12870.0,15449.0,8074.0,,7040.0,,0.0,,,19848.0,9000.0,816.0,13542.0,,,13806.0,1000.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,,0.0,0.0,
18072,1539,H,Wage/Salaries,0.0,Male,61.0,Married,Worked for private establishment,Single Family,7.0,0.0,4.0,2.0,Single house,Strong,36.0,19.0,3.0,1.0,322628.0,,,,,14338.0,4026.0,5303.0,23510.0,0.0,0.0,4480.0,19848.0,9000.0,3408.0,,2136.0,,5766.0,0.0,0.0,43200.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
12827,1750,F,Wage/Salaries,0.0,Male,54.0,Married,Worked for private establishment,Single Family,3.0,0.0,1.0,1.0,Single house,Strong,,25.0,2.0,1.0,322623.0,98158.0,17708.0,13440.0,17620.0,7802.0,3032.0,3619.0,,0.0,0.0,4850.0,35928.0,21000.0,,4899.0,,,,3800.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,3.0,0.0,0.0,0.0,
15564,1250,G,Enterpreneurial Activities,0.0,Male,63.0,Married,Employer in own family-operated farm or business,Single Family,2.0,0.0,0.0,0.0,Single house,Strong,36.0,5.0,2.0,1.0,322623.0,63273.0,14564.0,10112.0,18130.0,9298.0,1291.0,5596.0,0.0,90.0,1560.0,1050.0,23922.0,12000.0,155.0,4800.0,390.0,0.0,2934.0,500.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38734,1101,P,Wage/Salaries,0.0,Male,54.0,Married,Worked for private establishment,Single Family,5.0,0.0,3.0,3.0,Single house,Strong,45.0,13.0,2.0,1.0,322616.0,105424.0,33930.0,27639.0,14197.0,11253.0,2477.0,4175.0,5500.0,618.0,,,26886.0,12000.0,,,1956.0,1000.0,5766.0,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,
